C Mapping (NEW 2023),Categories (within the HOMER Curriculum),Majors,Minors,Topics,Skills (Scope and Sequence),US Start Age,US End Age,Temp Skill Code,Number,Standards (if relevant),"Tangible Candidate (i.e., skill well supported through physical products and/or learning with manipulatives)",Currently covered via tangible,Non-HOMER products/experiences,China start,China end,Partner products,Total Manuscripts,,FINAL SkillCode,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Routine,"Explains why warming up is an important first step in an exercise routine (e.g. ""Muscles need to wake up before they can do hard work"")",48,72,PHBei120,120,,,,,,,,,,PHY-Hea-bei-23,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Routine,"When prompted, follows a leader warming up for execise, performing exercise and cooling down from exercise",48,60,PHBei121,121,,,,,,,,,,PHY-Hea-bei-24,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Routine,"Initiates appropriate movement when prompted to give an example of warming up (e.g. bends knees, jogs in place, swings arms, twists body side to side, etc.)",60,72,PHBei122,122,,,,,,,,,,PHY-Hea-bei-25,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Routine,"Initiates appropriate movement when prompted to give an example of stretching (e.g. bends at the waist and stretches arms, hands, fingers, to touch toes)",60,72,PHBei123,123,,,,,,,,,,PHY-Hea-bei-26,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Routine,"Initiates reduction in speed/intensity, takes slow/deep breaths, and/or changes movement to restorative pose/activity when prompted to give an example of cooling down",60,72,PHBei124,124,,,,,,,,,,PHY-Hea-bei-27,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,"Is willing or eager to engage in at least 30 minutes of structured physical activity (creative movement, games, moving to music, etc.) per day",12,36,PHBei125,125,,,,,,,,,,PHY-Hea-bei-28,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,Is willing or eager to engage in 60 minutes of unstructured physical activity per day,12,36,PHBei126,126,,,,,,,,,,PHY-Hea-bei-29,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,"Knows words related to exercise/physical health  (e.g. strong, weak, easy, hard)",24,48,PHBei127,127,,,,,,,,,,PHY-Hea-bei-30,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,"Develops confidence in physical ability (e.g. notices when they can do a physical act longer, better than they could before) ",36,48,PHBei128,128,,,,,,,,,,PHY-Hea-bei-31,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,"Expresses confidence in physical ability (e.g. understands/tells why they can do a physical act longer, better than they could before)",36,48,PHBei129,129,,,,,,,,,,PHY-Hea-bei-32,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,"Is willing or eager to engage in active play as well as in structured activities, for up to 3 hours per day of activity of all intensities: light, moderate, or vigorous intensity.  (such as throwing games and bicycle or tricycle riding.)",36,60,PHBei130,130,,,,,,,,,,PHY-Hea-bei-33,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,"Is willing or eager to engage in at least 60 minutes of structured physical activity (creative movement, games, moving to music, etc.) per day",36,72,PHBei131,131,,,,,,,,,,PHY-Hea-bei-34,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,"Is willing or eager to engage in 60 minutes of unstructured physical activity per day (like running, climbing, jumping, etc.) ",36,72,PHBei132,132,,,,,,,,,,PHY-Hea-bei-35,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,Is willing to practice/repeat physical activity over long periods of time in order to increase body health/strength/flexibility,48,72,PHBei133,133,,,,,,,,,,PHY-Hea-bei-36,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Physical Activity,Can say one or more reasons why/how exercise/physical activity is important/beneficial to keeping the body healthy,48,72,PHBei134,134,,,,,,,,,,PHY-Hea-bei-37,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Staying Hydrated,"When prompted, will stop activity and drink water during moderate/vigorous physical activity",24,48,PHBei135,135,,,,,,,,,,PHY-Hea-bei-38,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Staying Hydrated,Will ask to drink water periodically during moderate/vigorous physical activity,36,60,PHBei136,136,,,,,,,,,,PHY-Hea-bei-39,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Staying Hydrated,Explains why it is important to drink water during exercise,36,72,PHBei137,137,,,,,,,,,,PHY-Hea-bei-40,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Staying Hydrated,Remembers to fill and bring a water bottle before starting moderate/vigorous physical activity ,60,72,PHBei138,138,,,,,,,,,,PHY-Hea-bei-41,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Staying Hydrated,Will choose to drink water instead of juice or other beverage during moderate/vigorous physical activity,60,72,PHBei139,139,,,,,,,,,,PHY-Hea-bei-42,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Staying Hydrated,"May know of/how other beverages are used during exercise/vigorous physical activity (e.g. may explain why runners drink chocolate milk, why sports players drink gatorade)",60,72,PHBei140,140,,,,,,,,,,PHY-Hea-bei-43,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Awareness,"Is willing or eager to try different kinds of physical activity (sports, yoga, dance, etc.)",24,72,PHBei141,141,,,,,,,,,,PHY-Hea-bei-44,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Awareness,"Identifies different types of physical activity (e.g. when asked what they like to do to exercise, says ""dance, run, play baseball, swim, etc"")",36,72,PHBei142,142,,,,,,,,,,PHY-Hea-bei-45,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Awareness,"When asked, can model an example of an exercise (e.g. does jumping jacks, runs in place, etc.)",36,60,PHBei143,143,,,,,,,,,,PHY-Hea-bei-46,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Awareness,"When asked, can tell or illustrate an example of an exercise (e.g. says ""jumping jacks"" or draws a picture of a bodybuilder with weights)",48,72,PHBei144,144,,,,,,,,,,PHY-Hea-bei-47,,,,,,,,
Core,Physical Development ,Healthy Development,Being Active,Exercise Awareness,"When asked, can tell or illustrate places you can go to exercise (e.g. says ""playground"" or ""pool"" or ""in the living room if I make a big space"")",48,72,PHBei145,145,,,,,,,,,,PHY-Hea-bei-48,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Nutrition Awareness,Begins to understand that there are categories of food,36,60,PHNut146,146,,,,,,,,,,PHY-Hea-nut-1,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Nutrition Awareness,Can learn or is aware of different foods from each food group,36,60,PHNut147,147,,,,,,,,,,PHY-Hea-nut-2,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Nutrition Awareness,"Can learn or is aware that eating different foods from each food group will help them grow, think, and have energy to play",36,60,PHNut148,148,,,,,,,,,,PHY-Hea-nut-3,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Nutrition Awareness,Can learn or is aware of the different sections of the grocery store and the foods found in each section of the grocery store,36,60,PHNut149,149,,,,,,,,,,PHY-Hea-nut-4,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Nutrition Awareness,Can understand and identify healthy snacks,36,60,PHNut150,150,,,,,,,,,,PHY-Hea-nut-5,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Communication/Choice,"Demonstrates that they are hungry (puts hands to mouth, turns head towards mom’s breast or bottle, puckers, smacks, or licks lips, has clenched hands)",0,6,PHNut151,151,,,,,,,,,,PHY-Hea-nut-6,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Communication/Choice,"Demonstrates they are hungry or full (e.g. closes mouth, turns head away from mom’s breast or bottle, relaxes hands, opens his or her mouth when offered a spoon or food, gets excited when he or she sees food)",0,12,PHNut152,152,,,,,,,,,,PHY-Hea-nut-7,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Communication/Choice,"Shows preferences or dislike for certain foods (e.g. reaches for or points to food, uses hand motions or makes sounds to let you know he or she is still hungry, refuses by gesturing or shaking head no)",12,24,PHNut153,153,,,,,,,,,,PHY-Hea-nut-8,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Communication/Choice,"Demonstrates they are full (pushes food away, closes his or her mouth when food is offered, turns his or her head away from food, uses hand motions or makes sounds to let you know he or she is full)",6,24,PHNut154,154,,,,,,,,,,PHY-Hea-nut-9,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Communication/Choice,Eats an increasing variety of food,24,48,PHNut155,155,,,,,,,,,,PHY-Hea-nut-10,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Feeding,Eats foods that can be easily dissolved with saliva and do not require chewing,6,9,PHNut156,156,,,,,,,,,,PHY-Hea-nut-11,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Feeding,Begins eating solid foods ,6,12,PHNut157,157,,,,,,,,,,PHY-Hea-nut-12,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Feeding,Develops chewing skills and tries a variety of textures (smooth -strained or pureed); mashed or lumpy; finely chopped or ground,6,12,PHNut158,158,,,,,,,,,,PHY-Hea-nut-13,,,,,,,,
Core,Physical Development ,Healthy Development,Nutrition,Feeding,"Eats a diet rich in various foods, temperatures, and textures",48,72,PHNut159,159,,,,,,,,,,PHY-Hea-nut-14,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,Can understand the importance of taking care of their teeth through proper dental hygiene and healthy eating,36,60,PHRou160,160,,,,,,,,,,PHY-Hea-rou-1,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,Can name foods that are good/bad for their teeth,36,60,PHRou161,161,,,,,,,,,,PHY-Hea-rou-2,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine,"When prompted, as needed, knocks before entering the bathroom at home and away from home ",36,48,PHRou162,162,,,,,,,,,,PHY-Hea-rou-3,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine,Remembers on their own to knock on a closed bathroom door at home and away from school before entering,48,72,PHRou163,163,,,,,,,,,,PHY-Hea-rou-4,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Bath/Showering,States or expresses the importance of bath time,24,48,PHRou164,164,,,,,,,,,,PHY-Hea-rou-5,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Bath/Showering,Is willing to engage/cooperates in bathing routine,24,36,PHRou165,165,,,,,,,,,,PHY-Hea-rou-6,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Bath/Showering,"When prompted, initiates some or all of bathing routine ",36,60,PHRou166,166,,,,,,,,,,PHY-Hea-rou-7,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Bath/Showering,Completes bathing routine mostly independently ,60,72,PHRou167,167,,,,,,,,,,PHY-Hea-rou-8,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,Tolerates getting gums or teeth wiped with a cloth or a small-bristled toothbrush and plain water,0,12,PHRou168,168,,,,,,,,,,PHY-Hea-rou-9,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,Can engage in role-play and describe what it is like to visit the dentist,18,36,PHRou169,169,,,,,,,,,,PHY-Hea-rou-10,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,Can give one reason why it is important to go to the dentist,36,72,PHRou170,170,,,,,,,,,,PHY-Hea-rou-11,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,Knows or demonstrates what a dentist does,24,36,PHRou171,171,,,,,,,,,,PHY-Hea-rou-12,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,"Knows what toothpaste, and a toothbrush are and what they do to help teeth",24,36,PHRou172,172,,,,,,,,,,PHY-Hea-rou-13,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,"With assistance, begins brushing their teeth twice a day with fluoride toothpaste ",24,36,PHRou173,173,,,,,,,,,,PHY-Hea-rou-14,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,Explains why brushing teeth is important,36,48,PHRou174,174,,,,,,,,,,PHY-Hea-rou-15,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,Can demonstrate the correct way to brush their teeth,36,60,PHRou175,175,,,,,,,,,,PHY-Hea-rou-16,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,"With prompt, initiates toothbrushing routine with assistance",36,60,PHRou176,176,,,,,,,,,,PHY-Hea-rou-17,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Brushing Teeth,Initiates and brushes teeth mostly independently ,60,72,PHRou177,177,,,,,,,,,,PHY-Hea-rou-18,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Hand Washing,Is willing to engage/cooperates in hand-washing routine ,24,36,PHRou178,178,,,,,,,,,,PHY-Hea-rou-19,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Hand Washing,"When prompted, initiates some or all of hand washing routine  (e.g. knows where the bathroom is; reaches hands under spout, reaches for towel, etc. )",36,48,PHRou179,179,,,,,,,,,,PHY-Hea-rou-20,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Hand Washing,Completes hand-washing routine with assistance,48,72,PHRou180,180,,,,,,,,,,PHY-Hea-rou-21,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Hand Washing,"Explains why it is important to wash hands frequently (e.g. says ""so you won't get sick"" ""to get rid of germs"" ""so you don't mess up your clothes"")",36,72,PHRou181,181,,,,,,,,,,PHY-Hea-rou-22,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Hand Washing,Completes hand-washing routine mostly independently ,48,60,PHRou182,182,,,,,,,,,,PHY-Hea-rou-23,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Hand Washing,Completes hand-washing routine on their own,60,72,PHRou183,183,,,,,,,,,,PHY-Hea-rou-24,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Potty/Toilet ,"When prompted, completes potty routine with assistance (e.g. goes to the potty, sits, attempts/succeeds in/to relieve(ing) themself, wipes, puts down lid, and pulls up pull-up/underwear and pants)",24,36,PHRou184,184,,,,,,,,,,PHY-Hea-rou-25,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Potty/Toilet ,Initiates potty routine with assistance (e.g. self-monitors and goes to the potty when they feel the urge most of the time),24,36,PHRou185,185,,,,,,,,,,PHY-Hea-rou-26,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Potty/Toilet ,Tolerates diaper changes ,0,36,PHRou186,186,,,,,,,,,,PHY-Hea-rou-27,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Potty/Toilet ,"Communicates when their diaper is soiled (e.g. May stop playing and go to a parent, grab at the front or back of the diaper; may say ""pee"")",24,36,PHRou187,187,,,,,,,,,,PHY-Hea-rou-28,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Potty/Toilet ,"When prompted, completes toilet routine with assistance (e.g. goes to the toilet, sits or lifts seat, attempts/succeeds in relieveing) themself, puts the seat/lid down, wipes, and flushes)",36,48,PHRou188,188,,,,,,,,,,PHY-Hea-rou-29,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Potty/Toilet ,Initiates toilet routine with assistance (e.g. self-monitors and goes to the toilet when they feel the urge most of the time),48,60,PHRou189,189,,,,,,,,,,PHY-Hea-rou-30,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Potty/Toilet ,"When asked, can answer whether or not they need to use the bathroom",36,48,PHRou190,190,,,,,,,,,,PHY-Hea-rou-31,,,,,,,,
Core,Physical Development ,Healthy Development,Routines,Bathroom Routine - Potty/Toilet ,Initiates and communicates when they need to use the bathroom/asks to be taken to the bathroom,36,72,PHRou191,191,,,,,,,,,,PHY-Hea-rou-32,,,,,,,,
